backend,ranks_str,seq_len,batch_size,max_rank_int,sum_rank_int,num_unique,median_ms,mean_ms,std_ms,bs_x_max_rank,sum_rank,tok_x_max_rank,tok_x_sum_rank,bs,max_rank,min_rank,mean_rank,total_tokens,var_rank,std_rank,rank_ratio,max_minus_min,bs_x_sum_rank,bs_x_mean_rank,bs_x_min_rank,sum_x_max_rank,tok_x_mean_rank,sqrt_bs_x_max_rank,sqrt_sum_rank,log1p_bs_x_max_rank,log1p_sum_rank,sum_rank_sq,max_rank_sq
triton,"[16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 64, 64, 64, 64]",1.0,16,64,448,2,18.84620761871338,18.85397373199463,0.04573927882115611,1024.0,448.0,1024.0,448.0,16.0,64.0,16.0,28.0,16.0,432.0,20.784609690826528,4.0,48.0,7168.0,448.0,256.0,28672.0,448.0,32.0,21.166010488516726,6.932447891572509,6.1070228877422545,200704.0,4096.0
triton,"[32, 32, 32, 32, 32, 32, 32, 32, 64, 64, 64, 64, 64, 64, 64, 64]",1.0,16,64,768,2,19.525760650634766,19.53304349899292,0.08495422815026583,1024.0,768.0,1024.0,768.0,16.0,64.0,32.0,48.0,16.0,256.0,16.0,2.0,32.0,12288.0,768.0,512.0,49152.0,768.0,32.0,27.712812921102035,6.932447891572509,6.645090969505644,589824.0,4096.0
triton,"[32, 32, 32, 32, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64]",1.0,16,64,896,2,19.819040298461914,19.96553316116333,0.54914001824308,1024.0,896.0,1024.0,896.0,16.0,64.0,32.0,56.0,16.0,192.0,13.856406460551018,2.0,32.0,14336.0,896.0,512.0,57344.0,896.0,32.0,29.93325909419153,6.932447891572509,6.799055862058796,802816.0,4096.0
triton,"[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 64, 64, 64, 64]",1.0,16,64,640,2,19.30036735534668,19.536479034423827,0.768574089070514,1024.0,640.0,1024.0,640.0,16.0,64.0,32.0,40.0,16.0,192.0,13.856406460551018,2.0,32.0,10240.0,640.0,512.0,40960.0,640.0,32.0,25.298221281347036,6.932447891572509,6.46302945692067,409600.0,4096.0
triton,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]",1.0,32,16,384,2,18.980863571166992,18.983440628051756,0.04499801439845366,512.0,384.0,512.0,384.0,32.0,16.0,8.0,12.0,32.0,16.0,4.0,2.0,8.0,12288.0,384.0,256.0,6144.0,384.0,22.627416997969522,19.595917942265423,6.240275845170769,5.953243334287785,147456.0,256.0
triton,"[8, 8, 8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]",1.0,32,16,448,2,18.995823860168457,19.470802822113036,1.226157065039744,512.0,448.0,512.0,448.0,32.0,16.0,8.0,14.0,32.0,12.0,3.4641016151377544,2.0,8.0,14336.0,448.0,256.0,7168.0,448.0,22.627416997969522,21.166010488516726,6.240275845170769,6.1070228877422545,200704.0,256.0
triton,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 16, 16, 16, 16, 16, 16, 16, 16]",1.0,32,16,320,2,19.124367713928223,19.468902797698973,1.0603326814732674,512.0,320.0,512.0,320.0,32.0,16.0,8.0,10.0,32.0,12.0,3.4641016151377544,2.0,8.0,10240.0,320.0,256.0,5120.0,320.0,22.627416997969522,17.88854381999832,6.240275845170769,5.771441123130016,102400.0,256.0
triton,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]",1.0,32,32,640,2,19.863951683044434,20.64412092208862,1.4128315115799142,1024.0,640.0,1024.0,640.0,32.0,32.0,8.0,20.0,32.0,144.0,12.0,4.0,24.0,20480.0,640.0,256.0,20480.0,640.0,32.0,25.298221281347036,6.932447891572509,6.46302945692067,409600.0,1024.0
triton,"[8, 8, 8, 8, 8, 8, 8, 8, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]",1.0,32,32,832,2,19.932799339294434,20.225373954772948,0.8936503938073384,1024.0,832.0,1024.0,832.0,32.0,32.0,8.0,26.0,32.0,108.0,10.392304845413264,4.0,24.0,26624.0,832.0,256.0,26624.0,832.0,32.0,28.844410203711913,6.932447891572509,6.725033642166843,692224.0,1024.0
triton,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 32, 32, 32, 32, 32, 32, 32, 32]",1.0,32,32,448,2,19.700223922729492,20.034900779724122,0.9977813604174723,1024.0,448.0,1024.0,448.0,32.0,32.0,8.0,14.0,32.0,108.0,10.392304845413264,4.0,24.0,14336.0,448.0,256.0,14336.0,448.0,32.0,21.166010488516726,6.932447891572509,6.1070228877422545,200704.0,1024.0
triton,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64]",1.0,32,64,1152,2,22.32443141937256,22.468816967010497,0.41447250256378076,2048.0,1152.0,2048.0,1152.0,32.0,64.0,8.0,36.0,32.0,784.0,28.0,8.0,56.0,36864.0,1152.0,256.0,73728.0,1152.0,45.254833995939045,33.94112549695428,7.6251071482389,7.050122520269059,1327104.0,4096.0
triton,"[8, 8, 8, 8, 8, 8, 8, 8, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64]",1.0,32,64,1600,2,23.04204750061035,23.10701404571533,0.27019411208502236,2048.0,1600.0,2048.0,1600.0,32.0,64.0,8.0,50.0,32.0,588.0,24.24871130596428,8.0,56.0,51200.0,1600.0,256.0,102400.0,1600.0,45.254833995939045,40.0,7.6251071482389,7.3783837129967145,2560000.0,4096.0
triton,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 64, 64, 64, 64, 64, 64, 64, 64]",1.0,32,64,704,2,21.572144508361816,22.070036163330077,0.9711608940473354,2048.0,704.0,2048.0,704.0,32.0,64.0,8.0,22.0,32.0,588.0,24.24871130596428,8.0,56.0,22528.0,704.0,256.0,45056.0,704.0,45.254833995939045,26.5329983228432,7.6251071482389,6.558197802812269,495616.0,4096.0
triton,"[16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]",1.0,32,32,768,2,19.768896102905273,20.53438781738281,1.4149773501267435,1024.0,768.0,1024.0,768.0,32.0,32.0,16.0,24.0,32.0,64.0,8.0,2.0,16.0,24576.0,768.0,512.0,24576.0,768.0,32.0,27.712812921102035,6.932447891572509,6.645090969505644,589824.0,1024.0
triton,"[16, 16, 16, 16, 16, 16, 16, 16, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]",1.0,32,32,896,2,19.984896659851074,20.475311374664308,1.0624564917907964,1024.0,896.0,1024.0,896.0,32.0,32.0,16.0,28.0,32.0,48.0,6.928203230275509,2.0,16.0,28672.0,896.0,512.0,28672.0,896.0,32.0,29.93325909419153,6.932447891572509,6.799055862058796,802816.0,1024.0
triton,"[16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 32, 32, 32, 32, 32, 32, 32, 32]",1.0,32,32,640,2,19.72223949432373,20.62053918838501,1.5460436573584138,1024.0,640.0,1024.0,640.0,32.0,32.0,16.0,20.0,32.0,48.0,6.928203230275509,2.0,16.0,20480.0,640.0,512.0,20480.0,640.0,32.0,25.298221281347036,6.932447891572509,6.46302945692067,409600.0,1024.0
triton,"[16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64]",1.0,32,64,1280,2,22.429584503173828,22.622040939331054,0.5314775734286084,2048.0,1280.0,2048.0,1280.0,32.0,64.0,16.0,40.0,32.0,576.0,24.0,4.0,48.0,40960.0,1280.0,512.0,81920.0,1280.0,45.254833995939045,35.77708763999664,7.6251071482389,7.155396301896734,1638400.0,4096.0
triton,"[16, 16, 16, 16, 16, 16, 16, 16, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64]",1.0,32,64,1664,2,22.88588809967041,22.90658845901489,0.10739369720792483,2048.0,1664.0,2048.0,1664.0,32.0,64.0,16.0,52.0,32.0,432.0,20.784609690826528,4.0,48.0,53248.0,1664.0,512.0,106496.0,1664.0,45.254833995939045,40.792156108742276,7.6251071482389,7.417580402414544,2768896.0,4096.0
triton,"[16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 64, 64, 64, 64, 64, 64, 64, 64]",1.0,32,64,896,2,21.40939235687256,21.47500410079956,0.3188176941976775,2048.0,896.0,2048.0,896.0,32.0,64.0,16.0,28.0,32.0,432.0,20.784609690826528,4.0,48.0,28672.0,896.0,512.0,57344.0,896.0,45.254833995939045,29.93325909419153,7.6251071482389,6.799055862058796,802816.0,4096.0
triton,"[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64]",1.0,32,64,1536,2,22.70361614227295,22.786631088256836,0.31838254194417237,2048.0,1536.0,2048.0,1536.0,32.0,64.0,32.0,48.0,32.0,256.0,16.0,2.0,32.0,49152.0,1536.0,1024.0,98304.0,1536.0,45.254833995939045,39.191835884530846,7.6251071482389,7.337587743538596,2359296.0,4096.0
triton,"[32, 32, 32, 32, 32, 32, 32, 32, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64]",1.0,32,64,1792,2,23.461999893188477,23.512975120544432,0.29106134054682037,2048.0,1792.0,2048.0,1792.0,32.0,64.0,32.0,56.0,32.0,192.0,13.856406460551018,2.0,32.0,57344.0,1792.0,1024.0,114688.0,1792.0,45.254833995939045,42.33202097703345,7.6251071482389,7.491645473605133,3211264.0,4096.0
triton,"[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 64, 64, 64, 64, 64, 64, 64, 64]",1.0,32,64,1280,2,22.30235195159912,22.451463317871095,0.4332145928678586,2048.0,1280.0,2048.0,1280.0,32.0,64.0,32.0,40.0,32.0,192.0,13.856406460551018,2.0,32.0,40960.0,1280.0,1024.0,81920.0,1280.0,45.254833995939045,35.77708763999664,7.6251071482389,7.155396301896734,1638400.0,4096.0
